:BeginHeader
Using satellite data from MODIS/AQUA
Match-up generation datetime: 2021-12-02T13:07:03
Investigator: ermaure
Contact: maure@npec.or.jp
Missing: -999
Delimiter: comma
Header rows: 14
VALIDATION CRITERIA applied to this match-up
-Box size of satellite extract: 5 x 5 = 25 pixels
-Minimum percent valid satellite pixels: 25.0
-Maximum time difference between satellite and in situ: 3 h
-Level-2 flags considered for data screening: ATMFAIL+LAND+CLDICE+CHLFAIL+NAVFAIL
:EndHeader
cruise,Year,Month,Day,Hour,Minute,Second,Lat,Lon,id,etopo2,chl,Datetime,Filename,Variable [Units],StartDatetime,EndDatetime,ValidPixels,InvalidPixels,Min,Max,Mean,STD,Median,PointValue,PixelValue01,PixelValue02,PixelValue03,PixelValue04,PixelValue05,PixelValue06,PixelValue07,PixelValue08,PixelValue09,PixelValue10,PixelValue11,PixelValue12,PixelValue13,PixelValue14,PixelValue15,PixelValue16,PixelValue17,PixelValue18,PixelValue19,PixelValue20,PixelValue21,PixelValue22,PixelValue23,PixelValue24,PixelValue25,PixelFlags01,PixelFlags02,PixelFlags03,PixelFlags04,PixelFlags05,PixelFlags06,PixelFlags07,PixelFlags08,PixelFlags09,PixelFlags10,PixelFlags11,PixelFlags12,PixelFlags13,PixelFlags14,PixelFlags15,PixelFlags16,PixelFlags17,PixelFlags18,PixelFlags19,PixelFlags20,PixelFlags21,PixelFlags22,PixelFlags23,PixelFlags24,PixelFlags25
bold_epa_hypoxia_aug07,2007,8,26,20,0,0,29.03,-92.3849,7065.0,21.0,0.634,2007-08-26T20:00:00,A2007238192500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2007-08-26T19:25:00,2007-08-26T19:30:00,15,0,0.00145800,0.00207200,0.00173680,0.00015441,0.00172400,0.00177400,0.00158600,0.00166600,0.00177400,0.00195000,0.00207200,0.00145800,0.00156200,0.00172400,0.00185400,0.00183600,0.00169800,0.00161600,0.00164200,0.00176400,0.00185000,,,,,,,,,,,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT+PRODFAIL,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT+PRODFAIL,COASTZ+TURBIDW+MODGLINT+PRODFAIL,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,26,20,0,0,29.03,-92.3849,7065.0,21.0,0.634,2007-08-26T20:00:00,A2007238192500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2007-08-26T19:25:00,2007-08-26T19:30:00,15,0,0.00148200,0.00208200,0.00175387,0.00015154,0.00174600,0.00179000,0.00161200,0.00168400,0.00179000,0.00197400,0.00208200,0.00148200,0.00158000,0.00174600,0.00185600,0.00185400,0.00173200,0.00162800,0.00166200,0.00176000,0.00186600,,,,,,,,,,,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT+PRODFAIL,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT+PRODFAIL,COASTZ+TURBIDW+MODGLINT+PRODFAIL,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,COASTZ+TURBIDW+MODGLINT,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,chlor_a [mg m^-3],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,2.89800692,6.83439541,4.56269408,1.36076725,4.89604902,-999,-999,-999,4.89604902,-999,2.89800692,-999,-999,-999,5.29633665,3.21432424,-999,-999,-999,-999,3.87451839,-999,-999,-999,6.43608379,-999,-999,-999,-999,6.83439541,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00105400,0.00370200,0.00229086,0.00078411,0.00214200,-999,-999,-999,0.00105400,-999,0.00213600,-999,-999,-999,0.00176400,0.00214200,-999,-999,-999,-999,0.00227000,-999,-999,-999,0.00296800,-999,-999,-999,-999,0.00370200,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00114400,0.00408200,0.00233686,0.00092323,0.00208400,-999,-999,-999,0.00114400,-999,0.00209400,-999,-999,-999,0.00173000,0.00195800,-999,-999,-999,-999,0.00208400,-999,-999,-999,0.00326600,-999,-999,-999,-999,0.00408200,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00191800,0.00569200,0.00333629,0.00127132,0.00277400,-999,-999,-999,0.00191800,-999,0.00289000,-999,-999,-999,0.00252600,0.00273000,-999,-999,-999,-999,0.00277400,-999,-999,-999,0.00482400,-999,-999,-999,-999,0.00569200,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00285000,0.00841800,0.00474429,0.00198047,0.00373400,-999,-999,-999,0.00285000,-999,0.00369600,-999,-999,-999,0.00377200,0.00356400,-999,-999,-999,-999,0.00373400,-999,-999,-999,0.00717600,-999,-999,-999,-999,0.00841800,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00270000,0.00886400,0.00471857,0.00220765,0.00363200,-999,-999,-999,0.00270000,-999,0.00344600,-999,-999,-999,0.00364400,0.00336600,-999,-999,-999,-999,0.00363200,-999,-999,-999,0.00737800,-999,-999,-999,-999,0.00886400,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00009200,0.00398800,0.00125314,0.00147283,0.00036000,-999,-999,-999,0.00009200,-999,0.00026400,-999,-999,-999,0.00026000,0.00036000,-999,-999,-999,-999,0.00073200,-999,-999,-999,0.00307600,-999,-999,-999,-999,0.00398800,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00033400,0.00359600,0.00131143,0.00123361,0.00063200,-999,-999,-999,0.00033400,-999,0.00042600,-999,-999,-999,0.00063200,0.00055200,-999,-999,-999,-999,0.00078600,-999,-999,-999,0.00285400,-999,-999,-999,-999,0.00359600,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,29,17,0,0,29.02,-90.4661,7067.0,2.0,4.493,2007-08-29T17:00:00,A2007241195500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2007-08-29T19:55:01,2007-08-29T20:00:00,7,18,0.00047000,0.00362600,0.00140914,0.00120067,0.00069200,-999,-999,-999,0.00047000,-999,0.00054600,-999,-999,-999,0.00066600,0.00069200,-999,-999,-999,-999,0.00094800,-999,-999,-999,0.00291600,-999,-999,-999,-999,0.00362600,-999,HILT+CLDICE+PRODFAIL,STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT,HILT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,chlor_a [mg m^-3],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.13350160,0.14917569,0.13713914,1.02794414,0.13636038,0.13636038,0.13772993,0.13528118,0.13481604,0.13924021,0.13350160,0.13719811,0.13385545,0.13425273,0.13771643,0.14917569,0.13519849,0.13471150,0.13636038,0.13677649,0.14206804,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.00631200,0.00791200,0.00743040,0.00047595,0.00764800,0.00740400,0.00785000,0.00791200,0.00774400,0.00764800,0.00710600,0.00785600,0.00781600,0.00759400,0.00631200,0.00722000,0.00771200,0.00776000,0.00740400,0.00679600,0.00672600,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.00529800,0.00650800,0.00613027,0.00036060,0.00625400,0.00621400,0.00637800,0.00648200,0.00634600,0.00625400,0.00577000,0.00640600,0.00640600,0.00621800,0.00529800,0.00597200,0.00640000,0.00650800,0.00621400,0.00573600,0.00556600,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.00413000,0.00493800,0.00468000,0.00025543,0.00476000,0.00476000,0.00486000,0.00492200,0.00482000,0.00475200,0.00436600,0.00488200,0.00486600,0.00470400,0.00413000,0.00464800,0.00490800,0.00493800,0.00476000,0.00436400,0.00428000,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.00147200,0.00206400,0.00185493,0.00019605,0.00194800,0.00190000,0.00200200,0.00206400,0.00194800,0.00197200,0.00158000,0.00201200,0.00197800,0.00185800,0.00147200,0.00192200,0.00197000,0.00202800,0.00190000,0.00159000,0.00152800,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.00080600,0.00149200,0.00129933,0.00021299,0.00141400,0.00133600,0.00146400,0.00149200,0.00138800,0.00141600,0.00099000,0.00146800,0.00141400,0.00129800,0.00080600,0.00142600,0.00143800,0.00148800,0.00133600,0.00103800,0.00102800,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,-0.00020200,0.00009800,-0.00001480,0.00008048,0.00001000,0.00001200,0.00006000,0.00009800,0.00004400,-0.00002800,-0.00005600,0.00001000,0.00005200,0.00005400,-0.00011000,-0.00005800,0.00003600,0.00000000,0.00001200,-0.00013400,-0.00020200,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,-0.00004400,0.00008600,0.00003480,0.00004256,0.00005200,0.00004200,0.00006000,0.00008600,0.00005400,0.00005200,-0.00003600,0.00005800,0.00007200,0.00004200,-0.00002800,0.00004200,0.00007400,0.00007000,0.00004200,-0.00002200,-0.00004400,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
bold_epa_hypoxia_aug07,2007,8,30,17,0,0,29.02,-90.4661,7068.0,2.0,4.563,2007-08-30T17:00:00,A2007242185500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2007-08-30T18:55:01,2007-08-30T18:59:59,15,0,0.00003400,0.00011200,0.00007427,0.00002534,0.00008200,0.00008800,0.00009400,0.00011200,0.00008800,0.00008200,0.00004200,0.00007600,0.00010400,0.00008400,0.00005000,0.00004600,0.00010400,0.00007400,0.00008800,0.00003600,0.00003400,,,,,,,,,,,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,PRODFAIL,PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,STRAYLIGHT+PRODFAIL,,,,,,,,,,
